timestamp,signal,value,label,true_ttf
28167,loop_latency,0,faulty,
28268,heap_free,192,faulty,0.075
28268,heap_used,7920,faulty,
28268,loop_latency,0,faulty,
28368,heap_free,192,faulty,0.075
28368,heap_used,7920,faulty,
28368,loop_latency,0,faulty,
28469,heap_free,192,faulty,0.075
28469,heap_used,7920,faulty,
28469,loop_latency,0,faulty,
28569,heap_free,192,faulty,0.075
28569,heap_used,7920,faulty,
28570,loop_latency,1,faulty,
28670,heap_free,192,faulty,0.075
28670,heap_used,7920,faulty,
28670,loop_latency,0,faulty,
28771,heap_free,192,faulty,0.075
28771,heap_used,7920,faulty,
28771,loop_latency,0,faulty,
28871,heap_free,192,faulty,0.075
28871,heap_used,7920,faulty,
28871,loop_latency,0,faulty,
28972,heap_free,192,faulty,0.075
28972,heap_used,7920,faulty,
28972,loop_latency,0,faulty,
29072,heap_free,192,faulty,0.075
29072,heap_used,7920,faulty,
29073,loop_latency,1,faulty,
29173,heap_free,192,faulty,0.075
29173,heap_used,7920,faulty,
29173,loop_latency,0,faulty,
